Gid	gname	chr	start	end	dN_dS	dN	dS
TRINITY_DN134573_c1_g1_i9	ID=Xetrov90000598mgName=pds5a]PD5AB_XENLAPD5AB_XENLAQ	Chr01	27104155	27168619	0.0362	0.0572	1.5796
TRINITY_DN134640_c0_g1_i1	ID=Xetrov90002053mgName=svep1]SVEP1_MOUSESVEP1_MOUSEQ	Chr01	103628576	103805259	0.1193	0.163	1.3656
TRINITY_DN134702_c2_g1_i1	ID=Xetrov90001061mgName=bbs7]BBS7_MOUSEBBS7_MOUSEQ	Chr01	57409675	57431912	0.0383	0.0555	1.4476
TRINITY_DN134706_c0_g3_i3	ID=Xetrov90000991mgName=naa15]NAA15_HUMANNAA15_HUMANQ	Chr01	51694092	51718607	0.0251	0.034	1.3526
TRINITY_DN134752_c5_g3_i1	ID=Xetrov90001175mgName=cisd2]CISD2_LITCTCISD2_LITCTQ	Chr01	64144545	64157822	0.0137	0.0256	1.8688
TRINITY_DN134777_c2_g1_i2	ID=Xetrov90000525mgName=sepsecs]SPCS_XENTRSPCS_XENTRQ	Chr01	20963028	20982774	0.0823	0.1024	1.2441
TRINITY_DN134828_c1_g1_i4	ID=Xetrov90003210mgName=wsb2]WSB2_MOUSEWSB2_MOUSEQ	Chr01	156703661	156725212	0.0917	0.1114	1.2158
TRINITY_DN134861_c3_g1_i3	ID=Xetrov90002723mgName=trim36]TRI36_HUMANTRI36_HUMANQ	Chr01	134045034	134069288	0.0643	0.1231	1.9145
TRINITY_DN134905_c0_g4_i1	ID=Xetrov90001393mgName=lpl]LIPL_CHICKLIPL_CHICKQ	Chr01	77718946	77736739	0.0813	0.1172	1.4412
TRINITY_DN134940_c0_g1_i1	ID=Xetrov90001357mgName=b4galt11]B4GT1_HUMANB4GT1_HUMANQ	Chr01	75347251	75403802	0.0983	0.1556	1.5829
TRINITY_DN135015_c5_g2_i1	ID=Xetrov90002350mgName=aaed1]AAED1_BOVINAAED1_BOVINQ	Chr01	124125662	124134731	0.1468	0.2227	1.5171
TRINITY_DN135026_c6_g6_i1	ID=Xetrov90003441mgName=ccnh]CCNH_XENLACCNH_XENLAQ	Chr01	169856023	169862987	0.0836	0.1337	1.5991
TRINITY_DN135035_c0_g1_i5	ID=Xetrov90000914mgName=sh3d19-like]SH319_MOUSESH319_MOUSEQ	Chr01	47070574	47120325	0.17	0.1877	1.1041
TRINITY_DN135043_c4_g1_i8	ID=Xetrov90000864mgName=tdo2]T23O_XENTRT23O_XENTRQ	Chr01	44561624	44571840	0.0329	0.0566	1.7207
TRINITY_DN135111_c3_g1_i2	ID=Xetrov90001885mgName=polr1e]RPA49_XENLARPA49_XENLAQ	Chr01	96918941	96936923	0.1402	0.2253	1.6067
TRINITY_DN135119_c0_g4_i4	ID=Xetrov90002773mgName=dao]OXDA_HUMANOXDA_HUMANQ	Chr01	138056255	138086226	0.0721	0.1183	1.6416
TRINITY_DN135207_c5_g1_i2	ID=Xetrov90003020mgName=tango2]TNG2_BOVINTNG2_BOVINQ	Chr01	146783379	146848753	0.0759	0.0915	1.2057
TRINITY_DN135215_c10_g1_i3	ID=Xetrov90002028mgName=tle2]TLE1_XENLATLE1_XENLAQ	Chr01	102359248	102398233	0.0152	0.021	1.3861
TRINITY_DN135265_c2_g1_i2	ID=Xetrov90000723mgName=klkb1-like]KLKB1_MOUSEKLKB1_MOUSEQ	Chr01	34796670	34820354	0.1211	0.2337	1.9296
TRINITY_DN135284_c0_g1_i1	ID=Xetrov90003146mgName=anapc5]APC5_PONABAPC5_PONABQ	Chr01	153780797	153801019	0.0394	0.0615	1.5624
TRINITY_DN135307_c0_g1_i3	ID=Xetrov90001200mgName=LOC100487939]ADH8_PELPEADH8_PELPEQ	Chr01	65386604	65395120	0.1274	0.1851	1.4525
TRINITY_DN135308_c5_g1_i1	ID=Xetrov90000535mgName=pacrgl]PACRL_HUMANPACRL_HUMANQ	Chr01	22668808	22679409	0.0889	0.1436	1.6153
TRINITY_DN135320_c0_g2_i1	ID=Xetrov90003199mgName=fbxw8]FBXW8_MOUSEFBXW8_MOUSEQ	Chr01	156166963	156219631	0.1234	0.1754	1.4215
TRINITY_DN135324_c2_g1_i12	ID=Xetrov90001705mgName=crtc1-like]CRTC1_HUMANCRTC1_HUMANQ	Chr01	87905418	87984134	0.0447	0.0398	0.8897
TRINITY_DN135363_c0_g1_i6	ID=Xetrov90000537mgName=slit2]SLIT2_HUMANSLIT2_HUMANQ	Chr01	22697643	22750608	0.0476	0.0622	1.3076
TRINITY_DN135417_c0_g1_i1	ID=Xetrov90000343mgName=rnf103]RN103_RATRN103_RATQ	Chr01	11428540	11444433	0.0421	0.0735	1.7452
TRINITY_DN135417_c0_g2_i3	ID=Xetrov90002271mgName=aldh1a1]AL1A1_SHEEPAL1A1_SHEEPQ	Chr01	118420715	118452845	0.0477	0.0765	1.6058
TRINITY_DN135438_c1_g1_i3	ID=Xetrov90003019mgName=arvcf]ARVC_MOUSEARVC_MOUSEQ	Chr01	146462404	146561111	0.0174	0.0306	1.7562
TRINITY_DN135457_c0_g1_i3	ID=Xetrov90000514mgName=tbc1d14-like]TBC14_HUMANTBC14_HUMANQ	Chr01	20379605	20434513	0.0848	0.102	1.2026
TRINITY_DN135461_c1_g2_i1	ID=Xetrov90003273mgName=aldh7a1]AL7A1_BOVINAL7A1_BOVINQ	Chr01	159792883	159817750	0.0285	0.0421	1.4798
TRINITY_DN135472_c4_g1_i2	ID=Xetrov90000595mgName=LOC100145219]UBE2K_MOUSEUBE2K_MOUSEQ	Chr01	27080459	27101006	0.008	0.0067	0.8483
TRINITY_DN135489_c0_g3_i1	ID=Xetrov90001375mgName=Xetrov90001375mg]CD022_XENLACD022_XENLAQ	Chr01	76819348	76849177	0.0611	0.0606	0.991
TRINITY_DN135518_c0_g1_i1	ID=Xetrov90002564mgName=sall2]SALL2_MOUSESALL2_MOUSEQ	Chr01	129520618	129533723	0.1244	0.172	1.383
TRINITY_DN135534_c1_g1_i3	ID=Xetrov90003627mgName=prkaa1]AAPK1_HUMANAAPK1_HUMANQ	Chr01	182981048	183002982	0.018	0.0286	1.5896
TRINITY_DN135556_c2_g1_i3	ID=Xetrov90002428mgName=ap1g2]AP1G1_HUMANAP1G1_HUMANQ	Chr01	127741260	127758531	0.0899	0.1403	1.5608
TRINITY_DN135580_c0_g1_i5	ID=Xetrov90000220mgName=pank2-like]PANK2_HUMANPANK2_HUMANQ	Chr01	6077607	6087062	0.0342	0.0545	1.5961
TRINITY_DN135655_c1_g1_i1	ID=Xetrov90001940mgName=insr]INSR_XENLAINSR_XENLAQ	Chr01	99611132	99646079	0.0804	0.135	1.6793
TRINITY_DN135688_c2_g1_i12	ID=Xetrov90001485mgName=r3hdm4]R3HD4_BOVINR3HD4_BOVINQ	Chr01	81814904	81834044	0.0708	0.1208	1.7055
TRINITY_DN135740_c1_g1_i3	ID=Xetrov90003262mgName=slc12a2]S12A2_HUMANS12A2_HUMANQ	Chr01	159210667	159287685	0.0531	0.0631	1.189
TRINITY_DN135750_c0_g1_i2	ID=Xetrov90003156mgName=anapc7]APC7_HUMANAPC7_HUMANQ	Chr01	154139517	154158535	0.0085	0.0126	1.485
TRINITY_DN135778_c0_g2_i3	ID=Xetrov90001236mgName=herc3-like]HERC3_HUMANHERC3_HUMANQ	Chr01	69460213	69487855	0.0712	0.1062	1.4923
TRINITY_DN135799_c0_g1_i2	ID=Xetrov90002595mgName=LOC100497056-like]N4BP1_XENTRN4BP1_XENTRQ	Chr01	130275419	130286130	0.1544	0.2599	1.6838
TRINITY_DN135800_c1_g1_i4	ID=Xetrov90003533mgName=hps5]HPS5_HUMANHPS5_HUMANQ	Chr01	176601537	176626097	0.0939	0.1873	1.9945
TRINITY_DN135869_c0_g1_i1	ID=Xetrov90003223mgName=Xetrov90003223mg]SUSD2_MOUSESUSD2_MOUSEQ	Chr01	157376647	157432225	0.1407	0.22	1.5637
TRINITY_DN135888_c3_g1_i2	ID=Xetrov90003316mgName=tmed7]TMED7_HUMANTMED7_HUMANQ	Chr01	163396750	163408177	0.0246	0.0307	1.2445
TRINITY_DN135908_c0_g2_i6	ID=Xetrov90001961mgName=eps15l1]EP15R_HUMANEP15R_HUMANQ	Chr01	100166932	100256921	0.0417	0.0632	1.5169
TRINITY_DN135911_c0_g2_i1	ID=Xetrov90002788mgName=mvk]KIME_BOVINKIME_BOVINQ	Chr01	138381320	138394079	0.149	0.1701	1.1417
TRINITY_DN135916_c0_g1_i3	ID=Xetrov90002201mgName=ermp1]ERMP1_XENLAERMP1_XENLAQ	Chr01	114677820	114695928	0.1151	0.1732	1.5054
TRINITY_DN135927_c0_g1_i14	ID=Xetrov90001426mgName=LOC100492289]UN13B_MOUSEUN13B_MOUSEQ	Chr01	79798399	79869670	0.0163	0.0258	1.5816
TRINITY_DN135941_c6_g3_i3	ID=Xetrov90000522mgName=Xetrov90000522mg]TRM44_XENLATRM44_XENLAQ	Chr01	20771304	20794555	0.1527	0.2207	1.4451
TRINITY_DN135949_c2_g2_i2	ID=Xetrov90003317mgName=fem1c-like]FEM1C_XENLAFEM1C_XENLAQ	Chr01	163440311	163460445	0.0192	0.0214	1.1146
TRINITY_DN135952_c2_g1_i4	ID=Xetrov90000340mgName=kdm3a-like]KD3AB_XENLAKD3AB_XENLAQ	Chr01	11385032	11407329	0.096	0.1485	1.5463
TRINITY_DN136030_c2_g1_i1	ID=Xetrov90001746mgName=LOC100486686]SG223_HUMANSG223_HUMANQ	Chr01	89906047	89933048	0.1326	0.205	1.5463
TRINITY_DN136052_c0_g1_i21	ID=Xetrov90003839mgName=ubap2-like]UBAP2_HUMANUBAP2_HUMANQ	Chr01	194636751	194668180	0.0655	0.0715	1.0923
TRINITY_DN136056_c3_g1_i3	ID=Xetrov90001366mgName=kcmf1]KCMF1_XENLAKCMF1_XENLAQ	Chr01	75613371	75650586	0.0163	0.0093	0.571
TRINITY_DN136062_c6_g1_i1	ID=Xetrov90002007mgName=Xetrov90002007mg]NR2CA_XENLANR2CA_XENLAQ	Chr01	101728866	101730540	0.2041	0.2642	1.2944
TRINITY_DN136075_c5_g1_i1	ID=Xetrov90002775mgName=svop]SVOP_XENLASVOP_XENLAQ	Chr01	138090368	138114117	0.0362	0.0357	0.9887
TRINITY_DN136085_c0_g1_i5	ID=Xetrov90000566mgName=pgm2]PGM2_HUMANPGM2_HUMANQ	Chr01	25900313	25914296	0.0496	0.0797	1.6084
TRINITY_DN136089_c3_g2_i2	ID=Xetrov90003099mgName=cdk2ap1]CDKA1_HUMANCDKA1_HUMANQ	Chr01	152543124	152550208	0.0618	0.071	1.1487
TRINITY_DN136151_c2_g2_i2	ID=Xetrov90003464mgName=ankrd32]SLF1_HUMANSLF1_HUMANQ	Chr01	172097640	172129392	0.24	0.322	1.3414
TRINITY_DN136154_c4_g1_i7	ID=Xetrov90000734mgName=Xetrov90000734mg]PDLI3_XENLAPDLI3_XENLAQ	Chr01	35206850	35228587	0.0489	0.0642	1.314
TRINITY_DN136196_c0_g1_i1	ID=Xetrov90002943mgName=mmp11]MMP11_XENLAMMP11_XENLAQ	Chr01	144714748	144724108	0.0918	0.1258	1.3702
TRINITY_DN136208_c3_g1_i1	ID=Xetrov90001406mgName=tnks-like]TNKS1_HUMANTNKS1_HUMANQ	Chr01	78868911	78969274	0.0209	0.0256	1.2215
TRINITY_DN136209_c2_g2_i4	ID=Xetrov90003032mgName=LOC100495295]ExpAA=2388PredHel=1Topology=o313-335i	Chr01	147079676	147099648	0.2571	0.3515	1.3668
TRINITY_DN136218_c2_g1_i1	ID=Xetrov90003731mgName=nars]SYNC_HUMANSYNC_HUMANQ	Chr01	188803538	188823911	0.0351	0.0595	1.6922
TRINITY_DN136253_c1_g1_i2	ID=Xetrov90000620mgName=slc30a9]ZNT9_XENLAZNT9_XENLAQ	Chr01	27983571	28023664	0.0458	0.0749	1.6352
TRINITY_DN136299_c4_g1_i1	ID=Xetrov90001800mgName=helq-like]HELQ_HUMANHELQ_HUMANQ	Chr01	91722512	91794168	0.0807	0.155	1.9201
TRINITY_DN136345_c4_g1_i7	ID=Xetrov90002347mgName=habp4]HABP4_HUMANHABP4_HUMANQ	Chr01	124042100	124053195	0.1476	0.2522	1.7087
TRINITY_DN136388_c3_g1_i1	ID=Xetrov90003257mgName=isoc1]ISOC1_XENTRISOC1_XENTRQ	Chr01	158912481	158922907	0.0432	0.0524	1.2116
TRINITY_DN136409_c8_g3_i1	ID=Xetrov90001487mgName=med16]MED16_XENTRMED16_XENTRQ	Chr01	81842115	81854056	0.0195	0.0314	1.611
TRINITY_DN136425_c0_g2_i1	ID=Xetrov90000560mgName=arap2]ARAP2_HUMANARAP2_HUMANQ	Chr01	24463234	24592893	0.175	0.2457	1.4044
TRINITY_DN136427_c2_g1_i3	ID=Xetrov90003510mgName=sgtb-like]SGTB_HUMANSGTB_HUMANQ	Chr01	174966673	174995223	0.0798	0.1309	1.639
TRINITY_DN136431_c2_g1_i3	ID=Xetrov90000259mgName=LOC100485993]NAGK_MOUSENAGK_MOUSEQ	Chr01	8342983	8347989	0.0984	0.1581	1.6057
TRINITY_DN136481_c0_g1_i1	ID=Xetrov90000920mgName=mab21l2]MB212_XENTRMB212_XENTRQ	Chr01	47348499	47351217	0.0035	0.007	1.9811
TRINITY_DN136543_c0_g1_i2	ID=Xetrov90001018mgName=plk4]PLK4_XENTRPLK4_XENTRQ	Chr01	54832382	54847637	0.0895	0.1539	1.7206
TRINITY_DN136552_c1_g1_i1	ID=Xetrov90001518mgName=kank3]KANK1_HUMANKANK1_HUMANQ	Chr01	116514172	116631547	0.1972	0.369	1.8713
TRINITY_DN136564_c0_g1_i3	ID=Xetrov90002241mgName=LOC100145154]5HT4R_MOUSE5HT4R_MOUSEQ	Chr01	116802093	116805943	0.1135	0.1386	1.2213
TRINITY_DN136587_c3_g2_i2	ID=Xetrov90001818mgName=klhl8]KLHL8_HUMANKLHL8_HUMANQ	Chr01	93707724	93752386	0.037	0.0658	1.7766
TRINITY_DN136611_c2_g2_i5	ID=Xetrov90002850mgName=rab35]RAB35_RATRAB35_RATQ	Chr01	142942379	142957441	0.0083	0.0069	0.8297
TRINITY_DN136707_c0_g1_i6	ID=Xetrov90003378mgName=btf3]BTF3_MOUSEBTF3_MOUSEQ	Chr01	166514099	166519936	0.1154	0.0584	0.5064
TRINITY_DN136729_c7_g2_i14	ID=Xetrov90002857mgName=msi1]MSI1H_HUMANMSI1H_HUMANQ	Chr01	143135386	143159906	0.005	0.0042	0.8566
TRINITY_DN136790_c2_g3_i2	ID=Xetrov90000405mgName=spon2]SPON2_MOUSESPON2_MOUSEQ	Chr01	14487640	14499433	0.0883	0.1227	1.3906
TRINITY_DN136797_c0_g1_i1	ID=Xetrov90000724mgName=cyp4v2-like1]CP4V2_HUMANCP4V2_HUMANQ	Chr01	34822567	34840404	0.0763	0.122	1.5984
TRINITY_DN136799_c1_g3_i2	ID=Xetrov90002873mgName=unc119b]U19BA_XENLAU19BA_XENLAQ	Chr01	143365168	143379972	0.0855	0.1128	1.3191
TRINITY_DN136802_c1_g1_i3	ID=Xetrov90003456mgName=arrdc3]ARRD3_HUMANARRD3_HUMANQ	Chr01	171087831	171098227	0.0602	0.0438	0.7276
TRINITY_DN136811_c6_g1_i3	ID=Xetrov90000662mgName=fip1l1]FIP1_RATFIP1_RATQ	Chr01	30492454	30533978	0.0708	0.0837	1.1818
TRINITY_DN136813_c1_g2_i4	ID=Xetrov90003234mgName=Xetrov90003234mg]SYNRG_HUMANSYNRG_HUMANQ	Chr01	157877979	157888441	0.2074	0.3209	1.547
TRINITY_DN136816_c0_g1_i1	ID=Xetrov90002705mgName=rbm19]RBM19_MOUSERBM19_MOUSEQ	Chr01	133571289	133597250	0.097	0.1612	1.6607
TRINITY_DN136840_c0_g1_i1	ID=Xetrov90002926mgName=crkl]CRKL_HUMANCRKL_HUMANQ	Chr01	144375164	144385323	0.0359	0.0476	1.3277
TRINITY_DN136864_c0_g1_i2	ID=Xetrov90003736mgName=wdr7]WDR7_HUMANWDR7_HUMANQ	Chr01	189116409	189343105	0.0332	0.0402	1.2119
TRINITY_DN136893_c1_g1_i1	ID=Xetrov90000454mgName=tapt1]TAPT1_XENLATAPT1_XENLAQ	Chr01	16782031	16815169	0.0427	0.0689	1.6128
TRINITY_DN136909_c1_g2_i5	ID=Xetrov90001113mgName=camk2d]KCC2D_CHICKKCC2D_CHICKQ	Chr01	59890104	60008533	0.0105	0.0093	0.8847
TRINITY_DN136911_c5_g2_i2	ID=Xetrov90000393mgName=tmem129]TM129_XENLATM129_XENLAQ	Chr01	13302596	13310201	0.0556	0.081	1.4561
TRINITY_DN136928_c0_g1_i3	ID=Xetrov90003148mgName=p2rx4]P2RX4_RATP2RX4_RATQ	Chr01	153862618	153878779	0.0758	0.1181	1.5594
TRINITY_DN136935_c0_g1_i3	ID=Xetrov90001193mgName=LOC100487453-like]MTP_PIGMTP_PIGQ	Chr01	65072502	65108823	0.0995	0.1301	1.3071
TRINITY_DN136992_c3_g1_i8	ID=Xetrov90001442mgName=thop1]THOP1_RATTHOP1_RATQ	Chr01	80322512	80341814	0.0521	0.0993	1.9075
TRINITY_DN137014_c6_g2_i5	ID=Xetrov90002999mgName=ufd1l]UFD1_HUMANUFD1_HUMANQ	Chr01	145764214	145780686	0.0192	0.0232	1.2079
TRINITY_DN137030_c2_g3_i1	ID=Xetrov90000863mgName=ctso]CATO_HUMANCATO_HUMANQ	Chr01	44546981	44558844	0.2077	0.2637	1.2694
TRINITY_DN137031_c0_g1_i2	ID=Xetrov90003372mgName=hexb-like]HEXB_HUMANHEXB_HUMANQ	Chr01	165807463	165832425	0.1094	0.1884	1.7214
TRINITY_DN137061_c1_g1_i2	ID=Xetrov90000691mgName=lonrf1]LONF1_HUMANLONF1_HUMANQ	Chr01	31681950	31698299	0.1392	0.208	1.4938
TRINITY_DN137084_c1_g1_i8	ID=Xetrov90001762mgName=slc26a1]S26A1_RATS26A1_RATQ	Chr01	90427648	90431732	0.0818	0.1371	1.6763
TRINITY_DN137108_c1_g1_i2	ID=Xetrov90001195mgName=dapp1]DAPP1_MOUSEDAPP1_MOUSEQ	Chr01	65208909	65246765	0.081	0.1254	1.5481
TRINITY_DN137136_c7_g3_i3	ID=Xetrov90000856mgName=tmem144]TM144_MOUSETM144_MOUSEQ	Chr01	43946688	43964221	0.0653	0.1029	1.5751
TRINITY_DN137151_c2_g1_i1	ID=Xetrov90003327mgName=serinc5]SERC5_MACFASERC5_MACFAQ	Chr01	163662902	163689488	0.1089	0.2073	1.9042
TRINITY_DN137170_c2_g1_i1	ID=Xetrov90002810mgName=sez6l]SE6L1_HUMANSE6L1_HUMANQ	Chr01	140069924	140142428	0.0883	0.1102	1.2476
TRINITY_DN137229_c0_g1_i1	ID=Xetrov90000671mgName=kit]KIT_XENLAKIT_XENLAQ	Chr01	30989876	31020677	0.0997	0.1934	1.94
TRINITY_DN137308_c1_g2_i3	ID=Xetrov90002115mgName=znf462-like]ZN462_HUMANZN462_HUMANQ	Chr01	108361163	108412109	0.0787	0.1378	1.7513
TRINITY_DN137320_c2_g1_i1	ID=Xetrov90002081mgName=sh3gl2]SH3G2_CHICKSH3G2_CHICKQ	Chr01	106069081	106142387	0.0372	0.0451	1.2132
TRINITY_DN137406_c2_g1_i11	ID=Xetrov90001424mgName=mbd3]MBD3_HUMANMBD3_HUMANQ	Chr01	79746190	79757308	0.0194	0.0362	1.8635
TRINITY_DN137406_c3_g1_i3	ID=Xetrov90001062mgName=ccna2]CCNA2_XENLACCNA2_XENLAQ	Chr01	57446313	57454735	0.0785	0.1297	1.6529
TRINITY_DN137502_c0_g1_i1	ID=Xetrov90002907mgName=specc1l]CYTSA_XENTRCYTSA_XENTRQ	Chr01	143988432	144018803	0.0379	0.0725	1.9165
TRINITY_DN137542_c2_g3_i1	ID=Xetrov90001524mgName=larp6-like1]LARP6_MOUSELARP6_MOUSEQ	Chr01	82566090	82592462	0.1346	0.2598	1.9303
TRINITY_DN137559_c1_g1_i3	ID=Xetrov90003101mgName=mphosph9]MPP9_HUMANMPP9_HUMANQ	Chr01	152558714	152599275	0.1669	0.3052	1.8294
TRINITY_DN137566_c3_g2_i1	ID=Xetrov90002433mgName=mmp14]MMP14_HUMANMMP14_HUMANQ	Chr01	127876910	127899031	0.0627	0.0909	1.4504
TRINITY_DN137578_c1_g1_i2	ID=Xetrov90000668mgName=LOC100124862]PGFRA_XENLAPGFRA_XENLAQ	Chr01	30840173	30866298	0.0688	0.1188	1.7269
TRINITY_DN137629_c0_g1_i2	ID=Xetrov90003342mgName=scamp1]SCAM1_MOUSESCAM1_MOUSEQ	Chr01	164207730	164231866	0.0312	0.0371	1.1878
TRINITY_DN137652_c5_g3_i1	ID=Xetrov90002120mgName=mtap]MTAP_XENTRMTAP_XENTRQ	Chr01	108960377	108973754	0.0317	0.0566	1.7852
TRINITY_DN137671_c6_g1_i1	ID=Xetrov90001135mgName=fabp2]FABPI_XENLAFABPI_XENLAQ	Chr01	61428301	61431055	0.0789	0.1475	1.868
TRINITY_DN137707_c0_g1_i1	ID=Xetrov90003205mgName=nos1]NOS1_HUMANNOS1_HUMANQ	Chr01	156291039	156355212	0.051	0.0593	1.1632
TRINITY_DN137711_c2_g1_i2	ID=Xetrov90000890mgName=trim2]TRIM2_HUMANTRIM2_HUMANQ	Chr01	45903183	45936855	0.0097	0.0125	1.2843
TRINITY_DN137746_c1_g3_i2	ID=Xetrov90000943mgName=smad1]SMAD1_HUMANSMAD1_HUMANQ	Chr01	49182917	49208594	0.0073	0.0074	1.0065
TRINITY_DN137806_c4_g2_i2	ID=Xetrov90002274mgName=anxa1-like2]ANXA1_CAVCUANXA1_CAVCUQ	Chr01	118556373	118581926	0.1472	0.2567	1.7436
TRINITY_DN137819_c0_g1_i9	ID=Xetrov90003334mgName=papd4]GLD2B_XENLAGLD2B_XENLAQ	Chr01	163822908	163845678	0.1663	0.1684	1.0128
TRINITY_DN137845_c6_g2_i2	ID=Xetrov90000272mgName=hspa12b]HS12B_HUMANHS12B_HUMANQ	Chr01	9492898	9519025	0.0292	0.05	1.7151
TRINITY_DN137846_c1_g1_i2	ID=Xetrov90003653mgName=nup155-like1]NU155_HUMANNU155_HUMANQ	Chr01	184252539	184283576	0.0549	0.0929	1.6907
TRINITY_DN137886_c1_g3_i4	ID=Xetrov90002326mgName=fbp2]F16P2_RABITF16P2_RABITQ	Chr01	123210799	123231210	0.0295	0.0362	1.23
TRINITY_DN137895_c5_g2_i1	ID=Xetrov90002071mgName=Xetrov90002071mg]DDX58_HUMANDDX58_HUMANQ	Chr01	105042124	105069718	0.1738	0.3167	1.8216
TRINITY_DN137943_c4_g2_i2	ID=Xetrov90002085mgName=haus6]HAUS6_HUMANHAUS6_HUMANQ	Chr01	106733881	106759929	0.1731	0.2795	1.6151
TRINITY_DN137954_c0_g1_i10	ID=Xetrov90002089mgName=plin2]PLIN2_HUMANPLIN2_HUMANQ	Chr01	106859421	106866436	0.108	0.1806	1.6725
TRINITY_DN137970_c1_g2_i3	ID=Xetrov90003259mgName=slc27a6]S27A6_HUMANS27A6_HUMANQ	Chr01	158933233	158947943	0.0839	0.1255	1.4952
TRINITY_DN138001_c0_g1_i12	ID=Xetrov90003612mgName=hmgcs1]HMCS1_CHICKHMCS1_CHICKQ	Chr01	182046716	182059606	0.054	0.0696	1.2888
TRINITY_DN138101_c5_g1_i5	ID=Xetrov90003030mgName=ankle2-like]ANKL2_HUMANANKL2_HUMANQ	Chr01	146995879	147011376	0.1177	0.2041	1.7343
TRINITY_DN138127_c4_g5_i3	ID=Xetrov90003676mgName=prlr]PRLR_COLLIPRLR_COLLIQ	Chr01	185915221	185941567	0.1751	0.2792	1.5941
TRINITY_DN138212_c2_g1_i2	ID=Xetrov90003474mgName=Xetrov90003474mg]RHBT3_HUMANRHBT3_HUMANQ	Chr01	172631775	172653743	0.1894	0.2988	1.5775
TRINITY_DN138224_c7_g2_i1	ID=Xetrov90003487mgName=lnpep]LCAP_RATLCAP_RATQ	Chr01	173094294	173139651	0.1415	0.2361	1.6691
TRINITY_DN138234_c3_g1_i1	ID=Xetrov90002991mgName=top3b-like]TOP3B_HUMANTOP3B_HUMANQ	Chr01	145498207	145528538	0.0283	0.041	1.4508
TRINITY_DN138400_c6_g2_i3	ID=Xetrov90002644mgName=morc2]MOR2A_MOUSEMOR2A_MOUSEQ	Chr01	131453682	131505349	0.0624	0.1163	1.8646
TRINITY_DN138431_c1_g1_i3	ID=Xetrov90000756mgName=trappc11]TPC11_CHICKTPC11_CHICKQ	Chr01	35835302	35864720	0.0431	0.0556	1.2912
TRINITY_DN138466_c1_g2_i2	ID=Xetrov90003076mgName=ncor2]NCOR2_HUMANNCOR2_HUMANQ	Chr01	151827009	151980397	0.112	0.119	1.0624
TRINITY_DN138492_c0_g1_i6	ID=Xetrov90003102mgName=pitpnm2]PITM2_HUMANPITM2_HUMANQ	Chr01	152606103	152756326	0.0349	0.0345	0.9891
TRINITY_DN138525_c0_g1_i1	ID=Xetrov90001020mgName=Xetrov90001020mg]WDR49_HUMANWDR49_HUMANQ	Chr01	54856100	54886574	0.1757	0.2745	1.5621
TRINITY_DN138544_c0_g1_i5	ID=Xetrov90002834mgName=chek2-like1]CHK2_MOUSECHK2_MOUSEQ	Chr01	141905068	141921587	0.0637	0.1257	1.9733
TRINITY_DN138588_c0_g1_i4	ID=Xetrov90000956mgName=Xetrov90000956mg]GAB1_HUMANGAB1_HUMANQ	Chr01	49857945	49896227	0.0793	0.1007	1.2695
TRINITY_DN138640_c1_g2_i3	ID=Xetrov90001137mgName=mad2l1]MD2L1_HUMANMD2L1_HUMANQ	Chr01	61633139	61639054	0.0399	0.0481	1.2046
TRINITY_DN138653_c4_g1_i1	ID=Xetrov90002694mgName=tpcn1]TPC1_HUMANTPC1_HUMANQ	Chr01	132803483	132824966	0.0602	0.1038	1.7254
TRINITY_DN138679_c0_g1_i3	ID=Xetrov90002110mgName=fsd1l-like]FSD1L_MOUSEFSD1L_MOUSEQ	Chr01	108048773	108094901	0.0601	0.0699	1.1633
TRINITY_DN138681_c6_g1_i2	ID=Xetrov90002976mgName=slc25a1]TXTP_RATTXTP_RATQ	Chr01	145064098	145094959	0.0388	0.0532	1.3708
TRINITY_DN138702_c0_g2_i1	ID=Xetrov90001296mgName=fbn3]FBN3_HUMANFBN3_HUMANQ	Chr01	73533826	73630630	0.025	0.035	1.3997
TRINITY_DN138724_c0_g2_i4	ID=Xetrov90003382mgName=fcho2]FCHO2_HUMANFCHO2_HUMANQ	Chr01	166747584	166815736	0.0501	0.0705	1.4085
TRINITY_DN138726_c1_g1_i10	ID=Xetrov90000714mgName=asah1]ASAH1_RATASAH1_RATQ	Chr01	33488227	33497132	0.1169	0.1581	1.3525
TRINITY_DN138729_c4_g1_i2	ID=Xetrov90001577mgName=enc12]ENC1_HUMANENC1_HUMANQ	Chr01	84244041	84250768	0.0219	0.038	1.7316
TRINITY_DN138731_c5_g1_i6	ID=Xetrov90001209mgName=LOC100486041-like]GDS1B_XENLAGDS1B_XENLAQ	Chr01	65671663	65730175	0.0437	0.0557	1.2764
TRINITY_DN138772_c5_g1_i4	ID=Xetrov90000753mgName=irf2]IRF2_SIGHIIRF2_SIGHIQ	Chr01	35632416	35662609	0.0919	0.1591	1.7309
TRINITY_DN138789_c2_g1_i1	ID=Xetrov90002842mgName=LOC100494891]PROD_MOUSEPROD_MOUSEQ	Chr01	142219253	142266183	0.0525	0.075	1.4285
TRINITY_DN138802_c3_g1_i1	ID=Xetrov90003683mgName=c1qtnf3]C1QT3_MOUSEC1QT3_MOUSEQ	Chr01	186237856	186281009	0.0509	0.0729	1.4302
