gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	logFC.XY43.XYa43	logFC.XYa43.F43	logFC.M43.F43	PV.XY43.XX43	PV.XY43.XYa43	PV.XYa43.F43	PV.M43.F43	FDR.XY43.XX43	FDR.XY43.XYa43	FDR.XYa43.F43	FDR.M43.F43	Tv1_431	Tv1_432	Tv2_431	Tv3_431	Tv5_431	Tv5_432	Tv5_433	Tv5_434	Tv6_431	Tv6_432	Tv6_433
TRINITY_DN131810_c0_g1_i1	ID=Xetrov90000706mgName=pdgfrl]PGFRL_HUMANPGFRL_HUMANQ	Chr01	33244452	33244452	6.302664445	0.574916064	0.321817525	0.253098539	0.448366794	0.171292484	0.429727366	0.44744858	0.231766726	0.866142363	1	0.999972759	0.973812504	6.617118858	6.491211224	6.763636071	6.780420044	5.848046549	6.085972823	5.530955172	6.108864131	5.812248461	6.449286823	6.273015494
TRINITY_DN131837_c2_g1_i1	ID=Xetrov90002316mgName=ntrk2]NTRK2_CHICKNTRK2_CHICKQ	Chr01	122212677	122212677	5.45891528	0.28014163	0.247620008	0.032521622	0.263880819	0.440323434	0.479336118	0.908878516	0.417085987	0.999969	1	0.999972759	0.999992197	5.289282428	5.732906595	5.538518406	5.603241095	5.762451637	5.418937691	5.22291242	5.121343323	5.677565864	5.193181807	5.301643213
TRINITY_DN131847_c1_g6_i1	ID=Xetrov90003787mgName=acaa2]THIM_BOVINTHIM_BOVINQ	Chr01	192462441	192462441	6.084269895	-0.146877724	0.173549983	-0.320427707	0.013336129	0.721481905	0.658377046	0.311081653	0.971235159	0.999969	1	0.999972759	0.999992197	6.192268396	5.749417565	5.941257698	6.385316507	5.739812706	5.560131944	6.105791146	5.818927396	6.0550806	6.650359886	6.350062079
TRINITY_DN131856_c2_g1_i1	ID=Xetrov90001941mgName=use1]USE1_DANREUSE1_DANREQ	Chr01	99717791	99717791	3.790678282	-0.285714123	-0.268001941	-0.017712181	-0.276858032	0.482541765	0.496089796	0.95451614	0.455429894	0.999969	1	0.999972759	0.999992197	3.391745854	3.728144364	4.241185806	3.378032447	3.977273489	3.440495705	4.101728913	3.541936386	4.254990693	3.619703339	3.620535149
TRINITY_DN131862_c2_g1_i1	ID=Xetrov90003355mgName=f2r]PAR1_XENLAPAR1_XENLAQ	Chr01	165004711	165004711	1.342481672	-1.097520726	-0.998754788	-0.098765939	-1.048137757	0.076223949	0.096880307	0.826084653	0.068505595	0.62074912	0.984058381	0.999972759	0.63814623	2.51090064	0.470552004	1.704928022	0.472175349	1.447790771	0.563716862	1.652240127	0.537499831	0.845425182	1.347002784	1.658162228
TRINITY_DN131866_c3_g1_i1	ID=Xetrov90002116mgName=rad23b]RD23B_BOVINRD23B_BOVINQ	Chr01	108461526	108461526	7.679209942	-0.229483343	-0.179972423	-0.04951092	-0.204727883	0.534093688	0.613690274	0.861136944	0.541701013	0.999969	1	0.999972759	0.999992197	7.642223689	7.480437878	7.772249135	7.542454018	7.546234632	7.768821732	7.830249199	7.799135769	7.447109544	7.755676402	7.815281972
TRINITY_DN131879_c7_g5_i2	ID=Xetrov90002589mgName=ltb4r2]LT4R2_RATLT4R2_RATQ	Chr01	130063011	130063011	1.132696313	-0.113737416	-0.003613115	-0.110124301	-0.058675265	0.836298151	0.994597493	0.794691912	0.90612171	0.999969	1	0.999972759	0.999992197	1.771147437	0.928744048	1.213713415	1.229118062	0.650480264	0.941643472	0.617889958	0.824491115	0.413716837	1.516016718	1.713564728
TRINITY_DN131891_c9_g1_i2	ID=Xetrov90002391mgName=rabggta]PGTA_PONABPGTA_PONABQ	Chr01	126938662	126938662	4.621700432	-0.482949552	-0.229841335	-0.253108218	-0.356395443	0.178261234	0.503805873	0.350645584	0.274682884	0.874999301	1	0.999972759	0.999992197	4.557388536	4.244112265	4.097220587	4.414133283	4.486550879	4.75262508	4.931558474	4.710537467	4.598755477	4.939374976	4.852885494
TRINITY_DN131902_c1_g1_i1	ID=Xetrov90000824mgName=cpe]CBPE_MOUSECBPE_MOUSEQ	Chr01	41986099	41986099	6.570332685	0.609905088	0.357817671	0.252087417	0.483861379	0.175138464	0.411832283	0.480027306	0.227307772	0.871156734	1	0.999972759	0.967468749	6.60807477	7.038835897	6.498431489	6.830223954	6.813875662	6.283352621	5.891394791	5.760615355	7.308316356	6.230843752	6.219797458
TRINITY_DN131918_c6_g1_i1	ID=Xetrov90002014mgName=tmem161a]T161A_XENTRT161A_XENTRQ	Chr01	102084590	102084590	5.043539352	-0.143678718	0.153013027	-0.296691745	0.004667155	0.686378404	0.652196586	0.277515219	0.988351624	0.999969	1	0.999972759	0.999992197	5.162479865	4.991186465	4.522819643	5.114886697	4.964102394	4.889532597	5.328005954	5.111378562	4.729451762	5.138116431	5.329986949
TRINITY_DN131965_c0_g1_i2	ID=Xetrov90000421mgName=thnsl2]THNS2_XENLATHNS2_XENLAQ	Chr01	15242191	15242191	3.010170412	-0.455278568	-0.189553764	-0.265724804	-0.322416166	0.318289565	0.664490358	0.440777781	0.436657388	0.991407183	1	0.999972759	0.999992197	2.248442227	2.52729871	2.758452564	2.943066549	3.207723417	3.341597261	3.592274989	3.329141738	2.716481945	2.812074487	3.08222758
TRINITY_DN132032_c4_g1_i12	ID=Xetrov90002311mgName=hnrpk]HNRPK_CHICKHNRPK_CHICKQ	Chr01	122027702	122027702	8.294142204	-0.32836433	-0.216161594	-0.112202736	-0.272262962	0.386229815	0.553931283	0.698037526	0.42967475	0.999969	1	0.999972759	0.999992197	8.396212284	7.993858771	8.354050285	8.146273618	7.925239886	8.273676203	8.525700119	8.533338189	7.774678152	8.491125182	8.570375293
TRINITY_DN132042_c2_g2_i6	ID=Xetrov90002895mgName=LOC101733704]TRFE_ORYLATRFE_ORYLAQ	Chr01	143633503	143633503	3.533318665	0.107107278	0.062839609	0.04426767	0.084973444	0.800617734	0.87814472	0.893170331	0.824162241	0.999969	1	0.999972759	0.999992197	3.422086914	3.482866672	2.638081888	3.708148514	3.780996692	3.61351075	3.667898458	3.857570921	3.844887078	2.926490228	3.451594351
TRINITY_DN132043_c2_g3_i4	ID=Xetrov90000389mgName=letm1]LETM1_XENTRLETM1_XENTRQ	Chr01	12657347	12657347	4.858905293	-0.153521062	-0.031445754	-0.122075309	-0.092483408	0.698184194	0.934177118	0.688239318	0.796165281	0.999969	1	0.999972759	0.999992197	4.617620535	4.159207288	4.7988102	5.222092881	4.803577316	5.115876977	5.030793546	5.146500461	4.21944486	5.007133871	4.911316023
TRINITY_DN132062_c0_g2_i5	ID=Xetrov90002711mgName=slc8b1]NCKX6_HUMANNCKX6_HUMANQ	Chr01	133793754	133793754	4.041911866	-0.154547354	-0.157573243	0.003025889	-0.156060298	0.657480712	0.640214716	0.990983952	0.622074164	0.999969	1	0.999972759	0.999992197	3.986375256	3.812761978	3.778506243	4.006546213	4.082314454	4.191470211	3.954560426	4.333868093	3.997252719	3.998299238	4.22050767
TRINITY_DN132065_c2_g1_i2	ID=Xetrov90000640mgName=commd8]COMD8_HUMANCOMD8_HUMANQ	Chr01	29313103	29313103	4.016000404	-0.324670097	-0.341725992	0.017055896	-0.333198045	0.348465995	0.308803194	0.948467259	0.292327938	0.999969	1	0.999972759	0.999992197	3.976186836	3.654528479	4.058249852	3.816874967	3.982996828	4.094339711	4.162103532	4.10527989	4.151911807	3.837428357	4.230038195
TRINITY_DN132069_c0_g1_i3	ID=Xetrov90003516mgName=cenpk]CENPK_XENLACENPK_XENLAQ	Chr01	175050370	175050370	2.298715418	-0.674109058	-0.226362158	-0.4477469	-0.450235608	0.154457852	0.615814967	0.204760061	0.295579221	0.833898737	1	0.999972759	0.999992197	1.862481871	1.809267321	1.990172493	2.044850459	2.270588168	2.608372908	3.135431132	2.334947757	1.807612134	2.217741164	2.564535013
TRINITY_DN132073_c3_g1_i1	ID=Xetrov90001587mgName=mpv17l2]M17L2_XENTRM17L2_XENTRQ	Chr01	84893054	84893054	3.920326336	-0.222459745	-0.242985879	0.020526134	-0.232722812	0.525657251	0.474260534	0.939036013	0.466105999	0.999969	1	0.999972759	0.999992197	3.819748632	3.691805917	4.203731439	3.761781859	4.022436799	3.894140009	4.094597193	3.917256862	3.978473508	3.732669216	3.916500568
TRINITY_DN132083_c4_g1_i2	ID=Xetrov90002596mgName=sdr39u1]D39U1_BOVIND39U1_BOVINQ	Chr01	130287439	130287439	3.483159349	0.231521465	0.11365997	0.117861496	0.172590717	0.576452089	0.776966063	0.716039844	0.643588948	0.999969	1	0.999972759	0.999992197	3.808307876	3.686539178	2.631459616	3.542331679	3.420907296	3.556982941	3.757925529	3.849600538	3.370409692	3.190733617	3.068126969
TRINITY_DN132109_c4_g1_i1	ID=Xetrov90002840mgName=dgcr6]DGCR6_CHICKDGCR6_CHICKQ	Chr01	141996554	141996554	2.271902938	-0.431565262	-0.471379047	0.039813785	-0.451472155	0.36937716	0.312586554	0.912754935	0.305847757	0.999969	1	0.999972759	0.999992197	1.989479569	1.769968318	2.875165758	2.009813366	2.343584553	1.926738204	2.363700442	1.71735196	2.856763961	2.250063023	2.324677655
TRINITY_DN132114_c3_g3_i1	ID=Xetrov90001698mgName=uba52]RL40_SHEEPRL40_SHEEPQ	Chr01	87493842	87493842	9.005354768	-0.280613972	0.082172886	-0.362786857	-0.099220543	0.443705534	0.813610311	0.194468731	0.763470785	0.999969	1	0.999972759	0.999992197	8.884794485	8.90815719	8.144014567	8.953457981	9.202969345	9.054942528	9.39921588	9.265734573	8.652220756	9.033470261	9.186998788
TRINITY_DN132142_c2_g1_i2	ID=Xetrov90001255mgName=g3bp2]G3BP2_MOUSEG3BP2_MOUSEQ	Chr01	70058310	70058310	2.195748689	0.0261196	-0.071376753	0.097496353	-0.022628577	0.952449094	0.866367846	0.773356806	0.954503703	0.999969	1	0.999972759	0.999992197	2.552638512	2.378468625	2.506746347	1.937078262	2.261198348	1.794920868	2.141808146	1.963700559	2.260448536	1.825803071	2.300757837
TRINITY_DN132225_c1_g2_i3	ID=Xetrov90002511mgName=dad1]DAD1_XENLADAD1_XENLAQ	Chr01	128944809	128944809	6.882360726	0.026744212	0.15121458	-0.124470369	0.088979396	0.945341853	0.686386136	0.680251615	0.799671995	0.999969	1	0.999972759	0.999992197	6.982290414	6.962452046	6.860965643	6.955962816	6.715461903	6.702429134	7.068852771	6.979858035	6.447451223	6.952433304	6.970369506
TRINITY_DN132293_c6_g1_i2	ID=Xetrov90003124mgName=vps33a]VP33A_HUMANVP33A_HUMANQ	Chr01	153248054	153248054	4.802274674	0.383317378	0.51589257	-0.132575191	0.449604974	0.320221591	0.161891458	0.66121837	0.188800845	0.992060003	1	0.999972759	0.929236697	4.476574479	4.261926796	4.895944656	5.711692114	4.818058368	4.675068903	4.787151629	4.597688722	4.558227719	4.700066148	4.813278898
TRINITY_DN132336_c3_g2_i5	ID=Xetrov90002681mgName=rasl10a]RSLAA_HUMANRSLAA_HUMANQ	Chr01	132478193	132478193	2.98603306	0.11517694	0.232915865	-0.117738925	0.174046402	0.793878753	0.581919393	0.730764843	0.659722399	0.999969	1	0.999972759	0.999992197	2.6961086	3.238458412	3.112412717	3.015507811	3.334009667	2.568558571	2.994392479	2.342540013	3.477941853	2.664004264	2.988009394
TRINITY_DN132345_c3_g1_i2	ID=Xetrov90000808mgName=sh3rf1]SH3R1_XENTRSH3R1_XENTRQ	Chr01	40862906	40862906	2.886097856	-0.009923372	0.218042703	-0.227966074	0.104059665	0.980944577	0.583292015	0.477306257	0.780142532	0.999969	1	0.999972759	0.999992197	2.658373826	2.75569531	2.764518002	3.166312414	2.744887739	2.971048874	3.268133629	2.900695429	2.449590411	2.711203845	3.137290986
TRINITY_DN132348_c1_g1_i1	ID=Xetrov90002251mgName=pip5k1b-like]PI51B_HUMANPI51B_HUMANQ	Chr01	116999068	116999068	4.772101778	0.169554972	0.177170206	-0.007615234	0.173362589	0.617826058	0.588486505	0.977054249	0.570015158	0.999969	1	0.999972759	0.999992197	4.718858529	4.905381525	4.863816869	4.919497929	5.083453554	4.675068903	4.540066058	4.550939257	4.846698905	4.667529955	4.616591609
TRINITY_DN132380_c0_g1_i11	ID=Xetrov90002267mgName=gda-like]GUAD_PONABGUAD_PONABQ	Chr01	118247834	118247834	1.535947735	0.954106794	0.284529967	0.669576827	0.61931838	0.04650629	0.540053103	0.083494814	0.144766337	0.493380119	1	0.999972759	0.857185881	2.029443727	1.973957699	1.766667382	1.937078262	1.326985579	1.385345002	0.291839882	1.135436793	1.900321785	1.376582832	0.878271524
TRINITY_DN132393_c1_g1_i1	ID=Xetrov90002149mgName=lingo2]LIGO2_HUMANLIGO2_HUMANQ	Chr01	110621695	110621695	3.505214519	0.200550011	0.118026026	0.082523985	0.159288019	0.608799909	0.755332105	0.787185016	0.651447286	0.999969	1	0.999972759	0.999992197	3.345003211	3.822398419	3.583013364	3.409737849	3.80057466	3.494612963	3.263901352	3.093004656	3.913225921	3.399653248	3.170668051
TRINITY_DN132428_c2_g1_i4	ID=Xetrov90000472mgName=rab28]RAB28_MOUSERAB28_MOUSEQ	Chr01	17543756	17543756	2.907682583	0.129663461	0.033620816	0.096042646	0.081642139	0.745896169	0.93080233	0.757555319	0.821125014	0.999969	1	0.999972759	0.999992197	3.085454954	3.110586888	3.186566576	2.813610214	2.922170862	2.820982817	2.926397164	2.82141302	2.710804296	2.734236915	2.761404699
TRINITY_DN132436_c1_g2_i1	ID=Xetrov90003109mgName=vps37b]VP37B_HUMANVP37B_HUMANQ	Chr01	152844919	152844919	5.011916683	-0.099364818	-0.071176045	-0.028188773	-0.085270431	0.770235797	0.828456355	0.914371947	0.782006044	0.999969	1	0.999972759	0.999992197	4.990926392	4.984764258	4.994710638	4.900494712	5.118975286	5.048731386	4.88822207	5.21737907	4.78589483	5.076366139	5.075386492
TRINITY_DN132510_c1_g1_i3	ID=Xetrov90002397mgName=ipo4]IPO4_HUMANIPO4_HUMANQ	Chr01	127068415	127068415	4.417909143	-0.999587788	-0.578027723	-0.421560065	-0.788807756	0.013121257	0.13233436	0.154959069	0.032705537	0.232125398	1	0.999972759	0.434941588	4.194041174	3.610711818	4.089993309	3.882908479	4.082314454	4.532310652	5.242403044	4.550939257	4.217444177	4.469007252	4.938698758
TRINITY_DN132532_c3_g3_i2	ID=Xetrov90001886mgName=zbtb5]ZBTB5_HUMANZBTB5_HUMANQ	Chr01	96937185	96937185	4.502862551	-0.101996252	-0.068155481	-0.033840772	-0.085075867	0.757965836	0.831061433	0.894381668	0.77656387	0.999969	1	0.999972759	0.999992197	4.462045853	4.419434129	4.490249958	4.44942846	4.468305229	4.624187656	4.574648986	4.531142608	4.394337087	4.555606746	4.54458222
TRINITY_DN132557_c6_g2_i1	ID=Xetrov90003370mgName=nsa2]NSA2_HUMANNSA2_HUMANQ	Chr01	165779322	165779322	8.334202011	-0.237071726	-0.115059644	-0.122012082	-0.176065685	0.498110661	0.732630865	0.648999749	0.57898902	0.999969	1	0.999972759	0.999992197	8.179111871	8.259403849	8.407234213	8.123919025	8.429381625	8.126200343	8.588074424	8.390834999	8.411500461	8.253983142	8.430127937
TRINITY_DN132587_c1_g6_i1	ID=Xetrov90003800mgName=hdhd2]HDHD2_BOVINHDHD2_BOVINQ	Chr01	193087310	193087310	1.521389848	0.076076814	0.230673048	-0.154596234	0.153374931	0.869259052	0.602672132	0.665909908	0.711516836	0.999969	1	0.999972759	0.999992197	1.541682109	1.809267321	1.692256646	1.471579191	1.155135715	1.516686258	1.544706444	1.300453756	0.964722314	1.929230354	1.58081887
TRINITY_DN132601_c2_g1_i5	ID=Xetrov90003471mgName=LOC101734044]ARSK_XENLAARSK_XENLAQ	Chr01	172561627	172561627	3.158442879	-0.537945828	0.006399954	-0.544345782	-0.265772937	0.344327592	0.990509074	0.203888868	0.604359515	0.999969	1	0.999972759	0.999992197	2.815206443	3.004534185	1.915820628	2.879789946	4.264878514	3.059880266	3.225241547	3.909610353	2.033646042	3.087192471	2.895214689
TRINITY_DN132691_c0_g2_i3	ID=Xetrov90003751mgName=LOC100496774]STAR6_HUMANSTAR6_HUMANQ	Chr01	190306797	190306797	0.387929769	-0.154666102	0.468631591	-0.623297693	0.156982745	0.789782355	0.396781857	0.163852274	0.762140494	0.999969	1	0.999972759	0.999992197	0.752262675	0.369004777	0.521621533	0.634319957	0.399736574	-0.688608222	0.86142882	-0.39725453	-0.29371035	0.413418091	0.878271524
TRINITY_DN132754_c6_g2_i2	ID=Xetrov90000953mgName=otud4-like1]OTUD4_HUMANOTUD4_HUMANQ	Chr01	49682000	49682000	3.658043971	-0.124322674	-0.059128757	-0.065193917	-0.091725715	0.735678586	0.867710244	0.817833972	0.78324666	0.999969	1	0.999972759	0.999992197	3.406996144	3.536543223	3.707870435	3.633387475	3.813480579	3.494612963	3.612388196	3.86021796	3.703386667	3.399653248	3.951487983
TRINITY_DN132765_c11_g2_i3	ID=Xetrov90001731mgName=hpse]HPSE_HUMANHPSE_HUMANQ	Chr01	88798881	88798881	2.145706301	-0.433914956	-0.358843982	-0.075070974	-0.396379469	0.370782203	0.443762272	0.837764534	0.370937813	0.999969	1	0.999972759	0.999992197	2.31462942	1.275958545	1.640427977	2.208306252	2.550456372	2.541391848	2.196126285	2.500194317	1.602144794	2.044286352	2.148259351
TRINITY_DN132783_c0_g2_i1	ID=Xetrov90003110mgName=hip1r]HIP1R_HUMANHIP1R_HUMANQ	Chr01	152862784	152862784	5.73748137	0.30737807	-0.035248073	0.342626144	0.136064998	0.415811306	0.92397829	0.249286482	0.690453337	0.999969	1	0.999972759	0.999992197	5.974124883	5.603355225	6.168103489	6.015328867	5.411987591	5.604284381	5.220730452	5.707216792	5.772602277	5.877002731	5.479975136
TRINITY_DN132793_c0_g1_i2	ID=Xetrov90001365mgName=ikbkap]ELP1_HUMANELP1_HUMANQ	Chr01	75561155	75561155	4.505978781	-0.463349065	-0.370882327	-0.092466737	-0.417115696	0.19540863	0.283252086	0.732850894	0.202295983	0.900160698	1	0.999972759	0.946400949	4.451052556	4.314087381	4.451298711	3.991658655	4.278904775	4.240858339	4.781241234	4.671885792	4.776413193	4.676476481	4.705815781
TRINITY_DN132820_c4_g1_i1	ID=Xetrov90001248mgName=ibsp]ExpAA=7138PredHel=2Topology=i2-21o26-48i	Chr01	69940438	69940438	6.268862838	-1.35952457	-0.648554424	-0.710970146	-1.004039497	0.009366791	0.186282668	0.060076886	0.035707998	0.187684816	1	0.999972759	0.4573616	5.532914064	5.221664967	5.649198643	5.558480716	6.015866676	6.675349475	6.743689834	6.273305255	5.773283404	6.153924714	7.569379302
TRINITY_DN132825_c4_g1_i2	ID=Xetrov90001562mgName=dot1l]DOT1L_HUMANDOT1L_HUMANQ	Chr01	83649989	83649989	2.633599185	-0.244677643	-0.344926374	0.100248731	-0.294802009	0.619768961	0.471773183	0.790582131	0.512891949	0.999969	1	0.999972759	0.999992197	2.803729466	2.008135856	3.512685018	2.678836472	2.534955467	2.456680447	2.331706675	2.113217923	2.291210611	3.060102928	2.481854431
TRINITY_DN132922_c0_g3_i1	ID=Xetrov90003082mgName=dnah10]DYH10_HUMANDYH10_HUMANQ	Chr01	152202210	152202210	3.325163639	0.389108102	-0.088611464	0.477719566	0.150248319	0.512275488	0.879237507	0.309194398	0.779923597	0.999969	1	0.999972759	0.999992197	4.021478561	3.301829302	3.282678312	3.509263149	4.095583268	3.152562678	1.626098757	3.110897536	3.703386667	3.279530814	1.38996141
TRINITY_DN132926_c3_g1_i3	ID=Xetrov90002633mgName=mettl17]MET17_BOVINMET17_BOVINQ	Chr01	131000181	131000181	3.676342991	-0.105122746	-0.058151349	-0.046971397	-0.081637048	0.769746453	0.866698167	0.865045768	0.801766919	0.999969	1	0.999972759	0.999992197	3.960768013	3.654528479	3.519874149	3.566644967	3.628681513	3.529595276	3.651792448	3.701004229	3.593521637	3.760983324	3.814610499
TRINITY_DN132953_c2_g4_i1	ID=Xetrov90002882mgName=limk2]LIMK2_HUMANLIMK2_HUMANQ	Chr01	143496064	143496064	3.982380281	-0.286240213	-0.223242649	-0.062997564	-0.254741431	0.417203113	0.512250168	0.81505287	0.427564345	0.999969	1	0.999972759	0.999992197	4.074971133	3.654528479	3.896435495	3.882908479	3.807042051	3.946854071	4.041192053	4.053020922	4.004232377	4.343561962	3.996855881
TRINITY_DN132965_c2_g2_i2	ID=Xetrov90001756mgName=rbpms]RBPMS_HUMANRBPMS_HUMANQ	Chr01	90124737	90124737	2.99745773	0.061721298	0.104744982	-0.043023684	0.08323314	0.897971154	0.821245998	0.908267342	0.847699562	0.999969	1	0.999972759	0.999992197	3.509459651	3.126232288	2.563509288	3.003684059	3.147840595	3.395691064	2.307236959	2.725955326	2.204984239	3.490386083	2.829860498
TRINITY_DN132972_c0_g3_i1	ID=Xetrov90000642mgName=corin-like]CORIN_HUMANCORIN_HUMANQ	Chr01	29391953	29391953	4.207795837	-0.326276967	-0.173650114	-0.152626852	-0.249963541	0.365293719	0.61638718	0.57819834	0.445141407	0.999969	1	0.999972759	0.999992197	4.126551004	3.950957088	4.063179153	4.058904161	3.933609027	4.133525296	4.164375925	4.480428873	4.04541574	4.455210506	4.668917988
TRINITY_DN133026_c0_g1_i5	ID=Xetrov90001463mgName=midn]MIDN_XENTRMIDN_XENTRQ	Chr01	81072619	81072619	4.790457414	-0.23239313	-0.479139464	0.246746334	-0.355766297	0.513670474	0.169547594	0.366930281	0.276405943	0.999969	1	0.999972759	0.999992197	4.790381622	4.265463456	5.227687342	4.661813459	4.377797429	5.026861407	4.946159708	4.894811405	4.78993939	4.581239709	4.863130054
TRINITY_DN133026_c1_g1_i3	ID=Xetrov90000836mgName=naf1]NAF1_RATNAF1_RATQ	Chr01	42692844	42692844	3.514207291	-0.624441555	-0.427606919	-0.196834635	-0.526024237	0.121399504	0.270311072	0.514703366	0.153875409	0.764989889	1	0.999972759	0.872075962	3.495260066	3.252783344	3.837237432	2.886243966	3.147840595	3.277185422	3.651792448	3.348123724	3.497859677	3.904959662	3.966769684
TRINITY_DN133040_c0_g1_i1	ID=Xetrov90001345mgName=ebi3]IL27B_HUMANIL27B_HUMANQ	Chr01	75192396	75192396	2.817131113	-3.362777957	-3.001261935	-0.361516022	-3.182019946	0.002348766	0.004976374	0.608400464	0.002578151	0.072651425	0.264117569	0.999972759	0.092446516	0.371897506	-0.370558316	0.521621533	0.249981593	4.329198288	3.738381918	3.370096012	4.237393005	1.143944442	1.347002784	2.359829826
TRINITY_DN133070_c6_g4_i3	ID=Xetrov90001308mgName=mfsd12]MFS12_MOUSEMFS12_MOUSEQ	Chr01	74074214	74074214	3.85071834	-0.559313775	-0.578884116	0.019570341	-0.569098945	0.120304675	0.098040072	0.942463942	0.085802819	0.76288721	0.986884524	0.999972759	0.701138492	3.886550955	3.194609898	4.135166255	3.525892159	3.870169716	3.767981121	3.742798977	3.896775414	4.020388117	4.049700294	4.029969424
TRINITY_DN133111_c0_g1_i10	ID=Xetrov90000495mgName=stx18]STX18_RATSTX18_RATQ	Chr01	18652963	18652963	3.952919357	-0.278224616	-0.199767798	-0.078456817	-0.238996207	0.422963597	0.550956056	0.767145381	0.449144683	0.999969	1	0.999972759	0.999992197	3.918826869	3.888109264	4.065637502	3.617958868	3.900727037	3.980113446	4.013729361	4.04838592	3.751190228	4.090434815	4.128381836
TRINITY_DN133124_c1_g1_i1	ID=Xetrov90002259mgName=smc5-like]SMC5_XENLASMC5_XENLAQ	Chr01	117540507	117540507	4.224311009	-0.214406431	-0.32437056	0.109964129	-0.269388496	0.56195293	0.36719622	0.698201632	0.425111514	0.999969	1	0.999972759	0.999992197	4.031353172	4.060873187	4.344000986	3.927396994	4.373446357	4.049246421	4.180183237	4.055332851	4.900062803	4.072472423	4.191532413
TRINITY_DN133139_c1_g1_i2	ID=Xetrov90002041mgName=ltb4dh]PTGR1_CAVPOPTGR1_CAVPOQ	Chr01	103075036	103075036	4.920159554	-0.098062377	-0.00730901	-0.090753367	-0.052685693	0.806350094	0.984860641	0.768393234	0.884144067	0.999969	1	0.999972759	0.999992197	5.380950372	4.947821654	4.52460769	4.810043344	5.220576196	4.784835079	5.159395386	5.244985971	4.166503536	4.815256649	4.635839686
