gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.XXm46	logFC.XXm46.XX46	logFC.XXM.XXF	PV.XY46.XX46	PV.XY46.XXm46	PV.XXm46.XX46	PV.XXM.XXF	FDR.XY46.XX46	FDR.XY46.XXm46	FDR.XXm46.XX46	FDR.XXM.XXF	Tv1_462	Tv1_463	Tv2_461	Tv2_462	Tv2_464	Tv5_461	Tv6_461
TRINITY_DN133877_c0_g1_i1	ID=Xetrov90001968mgName=cope]COPE_CHICKCOPE_CHICKQ	Chr01	100431498	100431498	5.940350364	0.107246079	0.030084014	0.077162065	0.092204072	0.681483775	0.935244389	0.833896503	0.724003626	0.749142105	1	0.894919089	0.784770198	6.001171121	6.042153858	6.102303594	5.959702208	5.807785765	5.919559831	5.711988213
TRINITY_DN133877_c0_g2_i4	ID=Xetrov90001970mgName=ddx49]DDX49_HUMANDDX49_HUMANQ	Chr01	100443086	100443086	4.790278656	-2.487370967	0.147907319	-2.635278287	-2.561324627	4.47E-19	0.6998583	2.79E-09	1.76E-18	1.46E-17	1	1.10E-07	6.61E-17	5.68575622	3.355803892	3.185767682	3.081019021	3.13456497	5.613261134	5.821009008
TRINITY_DN133899_c4_g2_i3	ID=Xetrov90001879mgName=slc25a51]S2551_MOUSES2551_MOUSEQ	Chr01	96555155	96555155	2.338582928	-3.066770452	-0.38002426	-2.686746192	-2.876758322	3.68E-11	0.541416015	0.000181746	2.07E-09	5.31E-10	1	0.001767316	2.59E-08	3.53598784	-0.594969662	0.433910729	0.67101415	0.750529308	3.118155958	3.274349389
TRINITY_DN133903_c1_g1_i3	ID=Xetrov90001416mgName=rexo1-like]REXO1_MOUSEREXO1_MOUSEQ	Chr01	79366314	79366314	4.072120622	-2.921723726	-0.18186004	-2.739863686	-2.830793706	3.97E-18	0.686157879	2.16E-07	8.47E-16	1.18E-16	1	5.35E-06	2.37E-14	5.188031531	2.169746337	1.933643717	2.321219208	2.305231902	4.814749468	5.117815943
TRINITY_DN133912_c3_g1_i2	ID=Xetrov90003352mgName=s100z]S100Z_HUMANS100Z_HUMANQ	Chr01	164876388	164876388	1.864876799	1.183030214	0.132194881	1.050835333	1.116932774	0.038879408	0.86927481	0.16721981	0.050078474	0.078676884	1	0.305140007	0.095666855	0.898161696	0.346799517	3.161946853	2.148908217	2.101131377	1.012724212	1.387126133
TRINITY_DN133924_c3_g3_i1	ID=Xetrov90002038mgName=ndufb6]NDUB6_BOVINNDUB6_BOVINQ	Chr01	102949872	102949872	5.186510263	0.820118915	0.2255517	0.594567215	0.707343065	0.002490726	0.558865421	0.10753579	0.008766644	0.008572052	1	0.226429235	0.024081021	4.658769451	5.663672202	5.671604819	5.29492748	5.169342795	4.80375705	4.635311906
TRINITY_DN133944_c2_g3_i1	ID=Xetrov90003654mgName=wdr70]WDR70_XENTRWDR70_XENTRQ	Chr01	184283815	184283815	4.639179693	-1.525549284	-0.003994514	-1.52155477	-1.523552027	2.26E-08	0.991628441	0.000251781	4.34E-08	2.24E-07	1	0.002309814	4.36E-07	5.264614252	3.914482947	3.711642659	3.791966033	3.730502012	5.311876575	5.352655337
TRINITY_DN134021_c2_g1_i2	ID=Xetrov90002654mgName=pxmp2]PXMP2_BOVINPXMP2_BOVINQ	Chr01	131778442	131778442	3.594853792	-1.021916708	1.434537097	-2.456453805	-1.739185257	0.017237735	0.031063965	0.00053008	0.000111232	0.041596274	1	0.004260287	0.000589551	3.932855789	3.76646241	2.899228548	1.739539418	2.529969613	3.529237463	4.781648424
TRINITY_DN134087_c1_g1_i7	ID=Xetrov90003812mgName=c18orf25]CR025_HUMANCR025_HUMANQ	Chr01	193320434	193320434	2.603396359	-1.967477419	-1.272020958	-0.695456462	-1.33146694	5.01E-06	0.022696493	0.252337657	0.001792269	3.41E-05	1	0.402771694	0.006569671	3.15504813	0.736590786	1.007761716	2.578873941	1.947023719	3.429787971	3.209202215
TRINITY_DN134118_c5_g1_i1	ID=Xetrov90000982mgName=LOC100127860]MGST2_HUMANMGST2_HUMANQ	Chr01	51606696	51606696	1.822067161	0.560140295	0.021358139	0.538782156	0.549461225	0.29428784	0.977374487	0.461951129	0.302066832	0.386210451	1	0.60585216	0.394193977	2.114061415	2.59492331	1.996563957	2.017910362	1.200503657	1.585148134	0.119887986
TRINITY_DN134132_c0_g2_i1	ID=Xetrov90001323mgName=pip5k1c]PI51A_MOUSEPI51A_MOUSEQ	Chr01	74476378	74476378	3.236931206	-0.611776275	-0.260000898	-0.351775377	-0.481775826	0.127173718	0.641549894	0.54157649	0.230299782	0.198350148	1	0.671947214	0.318370151	3.954086771	2.80199003	2.691485549	3.169144275	3.192876322	2.657994735	3.655182967
TRINITY_DN134154_c3_g1_i1	ID=Xetrov90001192mgName=dnajb14]DJB14_XENLADJB14_XENLAQ	Chr01	65029186	65029186	4.700635342	-2.972554618	0.274537086	-3.247091704	-3.109823161	5.12E-24	0.496520528	1.10E-11	3.43E-23	2.54E-22	1	7.23E-10	2.03E-21	5.546706437	2.922901059	2.724386516	2.467424369	2.547953397	5.78126444	5.769016048
TRINITY_DN134209_c0_g4_i3	ID=Xetrov90001850mgName=kiaa0368]ECM29_HUMANECM29_HUMANQ	Chr01	95539482	95539482	5.74976435	-0.580393177	0.041155296	-0.621548474	-0.600970826	0.026105234	0.911251136	0.103633785	0.022005378	0.057779693	1	0.22075108	0.050041884	5.838176523	5.49265728	5.334452602	5.435813409	5.592906383	6.231529805	6.073549982
TRINITY_DN134223_c1_g1_i4	ID=Xetrov90000592mgName=LOC101735113]LIAS_XENLALIAS_XENLAQ	Chr01	27009720	27009720	4.282347245	0.474773891	0.118954504	0.355819387	0.415296639	0.111698448	0.779098168	0.389448532	0.162998255	0.1792683	1	0.540102307	0.241856784	4.318434354	4.555021447	4.527550867	4.36685031	4.36646035	3.818524686	3.843208788
TRINITY_DN134223_c1_g2_i5	ID=Xetrov90000769mgName=aga]ASPG_HUMANASPG_HUMANQ	Chr01	38042206	38042206	4.836383345	-1.6639411	0.415201682	-2.079142781	-1.87154194	4.46E-07	0.376053733	6.40E-05	4.17E-08	3.63E-06	1	0.000732921	4.19E-07	5.821586907	4.480494901	3.561061121	3.502643708	3.486589114	5.337255777	5.53090676
TRINITY_DN134235_c5_g2_i1	ID=Xetrov90003224mgName=kremen1]KREM1_XENLAKREM1_XENLAQ	Chr01	157504989	157504989	3.671546709	1.166451781	-0.038757402	1.205209183	1.185830482	0.000455043	0.933113701	0.005977949	0.000344313	0.002005538	1	0.029207086	0.001585517	3.105306837	4.171522828	4.140409199	4.094163457	3.829395535	2.883556235	2.661168779
TRINITY_DN134252_c3_g1_i3	ID=Xetrov90002677mgName=nipsnap1]NIPS1_MOUSENIPS1_MOUSEQ	Chr01	132381492	132381492	5.169705361	-1.153324919	0.464315402	-1.617640321	-1.38548262	0.000135926	0.286918655	0.000554573	7.63E-06	0.00069101	1	0.004404638	5.17E-05	5.697693419	5.077413135	4.469126515	4.136071612	4.072412213	5.771142007	5.782633017
TRINITY_DN134256_c3_g2_i14	ID=Xetrov90000845mgName=rapgef2]RPGF2_HUMANRPGF2_HUMANQ	Chr01	43434415	43434415	5.822404485	-1.063315556	-0.203101184	-0.860214372	-0.961764964	6.62E-05	0.582381552	0.028580765	0.000344078	0.000360823	1	0.091874037	0.00158464	6.464807905	5.179453584	5.063091894	5.451518836	5.473313037	6.16178534	6.290473625
TRINITY_DN134259_c2_g2_i1	ID=Xetrov90000386mgName=LOC100492954]SCUB2_HUMANSCUB2_HUMANQ	Chr01	12568075	12568075	4.567756705	-4.043595838	-0.022374083	-4.021221755	-4.032408796	9.59E-32	0.960535543	7.10E-13	2.88E-27	7.74E-30	1	5.89E-11	2.37E-25	5.905720836	1.209001005	1.790066517	1.674111079	1.863322144	5.343341656	5.718779327
TRINITY_DN134288_c3_g1_i4	ID=Xetrov90003695mgName=zfr]ZFR_XENTRZFR_XENTRQ	Chr01	187058621	187058621	3.601238524	-1.347917195	-0.11734624	-1.230570955	-1.289244075	4.22E-05	0.798136699	0.012660196	0.000109749	0.00023966	1	0.051312916	0.000582828	4.320252307	3.053278839	2.729025998	2.976342399	2.778688299	4.092276653	4.183850887
TRINITY_DN134298_c2_g1_i2	ID=Xetrov90003363mgName=col4a3bp]C43BP_XENTRC43BP_XENTRQ	Chr01	165548624	165548624	5.432680615	-2.228521663	-0.353391845	-1.875129818	-2.051825741	2.78E-14	0.366146472	2.66E-05	8.26E-12	5.64E-13	1	0.000354614	1.44E-10	6.125422632	4.194311968	3.727958676	4.397578975	4.171441256	6.025549076	6.593939886
TRINITY_DN134319_c0_g1_i2	ID=Xetrov90003276mgName=znf608]ZN608_HUMANZN608_HUMANQ	Chr01	160314028	160314028	3.239120747	1.145216911	-0.105139155	1.250356066	1.197786488	0.001129247	0.828752533	0.006891264	0.000627777	0.004387763	1	0.032643463	0.002675754	2.720983093	3.518150292	3.466990516	3.709461947	3.807168217	2.390511891	2.248402389
TRINITY_DN134321_c0_g1_i5	ID=Xetrov90001013mgName=larp1b]LAR1B_HUMANLAR1B_HUMANQ	Chr01	54760979	54760979	1.63346533	0.561649762	1.054717726	-0.493067964	0.034290899	0.177749192	0.095699306	0.422549291	0.935188974	0.258821861	1	0.570527897	0.951830593	1.317660962	1.863431445	1.527850061	0.939543397	2.407270544	1.41066038	1.528761797
TRINITY_DN134323_c3_g1_i1	ID=Xetrov90001205mgName=metap1]MAP1_XENTRMAP1_XENTRQ	Chr01	65478331	65478331	5.216443739	-1.413256604	-0.06819761	-1.345058994	-1.379157799	8.66E-08	0.852537803	0.000741735	2.74E-07	7.88E-07	1	0.005566478	2.41E-06	5.688573872	4.589815135	4.403890303	4.503079146	4.296380844	5.871939282	5.964533621
TRINITY_DN134324_c3_g1_i2	ID=Xetrov90002688mgName=dtx1]DTX1_XENLADTX1_XENLAQ	Chr01	132610525	132610525	2.705921485	-3.702418154	1.348174313	-5.050592467	-4.376505311	2.05E-05	0.278167204	0.001027204	8.97E-06	0.000124092	1	0.00727773	5.98E-05	3.97500984	-1.050677685	0.044862355	-1.098675235	0.869714681	-0.400990137	4.656045673
TRINITY_DN134360_c3_g1_i1	ID=Xetrov90003374mgName=enc1]ENC1_MOUSEENC1_MOUSEQ	Chr01	165857681	165857681	1.154528655	0.136259541	-0.655739634	0.791999175	0.464129358	0.773761814	0.308782784	0.215105429	0.323840264	0.825533206	1	0.361512532	0.416837763	0.619786519	0.386920922	0.961199437	1.739539418	1.663366459	0.83408949	1.336646068
TRINITY_DN134410_c2_g1_i1	ID=Xetrov90002696mgName=iscu]ISCU_MOUSEISCU_MOUSEQ	Chr01	132867555	132867555	6.148065816	0.182543204	0.462334984	-0.279791779	-0.048624287	0.487929136	0.227198726	0.459887386	0.853491629	0.577678912	1	0.604231477	0.888525298	5.971401137	6.142241101	6.294140444	5.822251463	6.404379403	6.183997832	6.141291724
TRINITY_DN134411_c2_g1_i3	ID=Xetrov90001945mgName=cpamd8]CPMD8_HUMANCPMD8_HUMANQ	Chr01	99845191	99845191	3.365392768	0.583339636	-0.525493156	1.108832792	0.846086214	0.09201157	0.266284654	0.01617643	0.014302395	0.154204778	1	0.061291486	0.035576829	3.16317413	3.299111308	3.532151625	4.009163724	3.607276386	2.883556235	2.619549139
TRINITY_DN134445_c0_g1_i11	ID=Xetrov90000698mgName=micu3-like]MICU3_HUMANMICU3_HUMANQ	Chr01	32910226	32910226	3.329941444	-0.386738928	0.139780441	-0.526519369	-0.456629148	0.296130577	0.791656824	0.329586297	0.219541753	0.388019897	1	0.483331265	0.306180405	2.857444273	3.008974424	3.212518419	3.02962987	3.270744661	3.825063064	3.785569824
TRINITY_DN134458_c0_g1_i1	ID=Xetrov90001139mgName=ndnf]NDNF_XENTRNDNF_XENTRQ	Chr01	62015214	62015214	3.451425171	1.042973655	-0.058689172	1.101662827	1.072318241	0.003681567	0.90644254	0.020720355	0.002717854	0.011944227	1	0.073357611	0.009313426	3.113717063	3.448767814	3.900338207	3.858271252	3.992587251	2.598175418	2.498488058
TRINITY_DN134460_c0_g1_i1	ID=Xetrov90003284mgName=cep120]CE120_XENTRCE120_XENTRQ	Chr01	160685156	160685156	3.998566924	-2.850883672	-0.27572843	-2.575155242	-2.713019457	1.86E-15	0.562715775	3.99E-06	3.52E-13	4.27E-14	1	6.93E-05	7.27E-12	4.738428497	1.713734067	2.071541339	2.396173082	2.484004232	4.885271657	5.214463351
TRINITY_DN134464_c0_g1_i4	ID=Xetrov90003375mgName=arhgef28-like]ARG28_HUMANARG28_HUMANQ	Chr01	166341729	166341729	4.698039427	-0.881798793	0.185917881	-1.067716673	-0.974757733	0.001290477	0.634265149	0.009430978	0.000442349	0.004915652	1	0.041354271	0.001971468	5.093400201	4.367229526	4.25743134	4.086639854	4.185869883	4.956482496	5.374713762
TRINITY_DN134513_c2_g2_i1	ID=Xetrov90001381mgName=LOC100497421-like]SG196_XENLASG196_XENLAQ	Chr01	77076959	77076959	0.759207137	-1.190896285	-0.150136564	-1.040759721	-1.115828003	0.012939848	0.825627779	0.142804361	0.020504763	0.033158244	1	0.274391485	0.047386849	1.30302639	-0.594969662	0.239513034	0.271711297	0.5148543	1.10157725	1.423859828
TRINITY_DN134513_c2_g5_i1	ID=Xetrov90002787mgName=mmab]MMAB_HUMANMMAB_HUMANQ	Chr01	138372445	138372445	2.58341037	-0.832654779	-0.010135135	-0.822519644	-0.827587211	0.028443878	0.984977948	0.142593715	0.030547659	0.061787473	1	0.274150669	0.064804232	2.986692032	2.441454607	1.917475335	2.177521017	2.101131377	2.761609437	3.198641475
TRINITY_DN134516_c1_g1_i3	ID=Xetrov90003415mgName=msh3]MSH3_HUMANMSH3_HUMANQ	Chr01	167676128	167676128	4.681297467	-2.080816426	-0.52525421	-1.555562215	-1.818189321	3.91E-13	0.169522313	0.000288479	4.15E-10	7.06E-12	1	0.002579527	5.80E-09	5.406566978	3.42005276	3.144687906	3.916013445	3.585675263	5.370414809	5.616043009
TRINITY_DN134518_c1_g1_i6	ID=Xetrov90002410mgName=pck2]PCKGM_HUMANPCKGM_HUMANQ	Chr01	127285121	127285121	7.615715064	-0.281014071	0.531384795	-0.812398867	-0.546706469	0.437226029	0.314217249	0.1306793	0.133539656	0.529449416	1	0.258369013	0.206330647	7.895354753	8.042471485	7.497576982	7.016645263	6.870562638	7.893698555	7.687651456
TRINITY_DN134550_c1_g1_i3	ID=Xetrov90001153mgName=npnt-like]NPNT_MOUSENPNT_MOUSEQ	Chr01	62944999	62944999	3.136506358	0.679269891	-0.086546298	0.765816189	0.72254304	0.060753276	0.864320206	0.118297069	0.045316615	0.11156723	1	0.241747891	0.088229491	2.353027414	3.283255065	3.351388471	3.460576182	3.481919378	2.653103443	3.014215136
TRINITY_DN134561_c5_g1_i1	ID=Xetrov90001118mgName=ugt8]CGT_HUMANCGT_HUMANQ	Chr01	60230590	60230590	0.866259264	1.179979635	0.164174761	1.015804874	1.097892255	0.009628433	0.796370184	0.096057008	0.015614063	0.026216007	1	0.209733011	0.038144328	-0.180227377	1.510823264	1.322153803	1.127254855	0.979800737	0.244382352	0.315032181
TRINITY_DN134573_c1_g1_i9	ID=Xetrov90000598mgName=pds5a]PD5AB_XENLAPD5AB_XENLAQ	Chr01	27104155	27104155	5.939416406	-1.09396615	-0.131596661	-0.962369489	-1.028167819	3.25E-05	0.719241933	0.013733463	0.000110129	0.000189114	1	0.054457789	0.000584582	6.419734132	5.333673632	5.21054414	5.486243136	5.50587969	6.328672245	6.583492439
TRINITY_DN134640_c0_g1_i1	ID=Xetrov90002053mgName=svep1]SVEP1_MOUSESVEP1_MOUSEQ	Chr01	103628576	103628576	4.763743826	0.826988886	0.163754356	0.66323453	0.745111708	0.002092782	0.667239656	0.06921493	0.005358833	0.007424083	1	0.16855254	0.016177187	4.373752204	5.268053099	5.104742487	4.926209671	4.868479198	4.252845549	4.158644976
TRINITY_DN134669_c3_g1_i1	ID=Xetrov90001891mgName=LOC100494812-like]ZN782_HUMANZN782_HUMANQ	Chr01	96998755	96998755	2.445292105	-3.471534829	0.636865002	-4.108399831	-3.78996733	4.27E-15	0.328286006	3.88E-08	3.99E-15	9.49E-14	1	1.17E-06	1.03E-13	3.356283982	-0.377728205	0.014780473	-0.506682382	0.5148543	3.418302674	3.710743207
TRINITY_DN134702_c2_g1_i1	ID=Xetrov90001061mgName=bbs7]BBS7_MOUSEBBS7_MOUSEQ	Chr01	57409675	57409675	3.10443108	-1.602883668	-0.590731219	-1.012152449	-1.307518059	1.61E-05	0.239171743	0.062631186	0.000455239	9.96E-05	1	0.157270724	0.002020257	3.51391735	2.226126158	1.850926494	2.734612547	2.336608338	3.659332062	4.005497128
TRINITY_DN134706_c0_g3_i3	ID=Xetrov90000991mgName=naa15]NAA15_HUMANNAA15_HUMANQ	Chr01	51694092	51694092	6.68476252	-0.897908198	0.127878879	-1.025787076	-0.961847637	0.001744207	0.752722401	0.016814504	0.000919013	0.00635986	1	0.063107057	0.003720577	7.197892347	6.233771924	6.189044191	6.11569687	6.305436143	6.862315785	7.324196844
TRINITY_DN134752_c5_g3_i1	ID=Xetrov90001175mgName=cisd2]CISD2_LITCTCISD2_LITCTQ	Chr01	64144545	64144545	3.212278489	-2.398083273	-1.457139774	-0.940943498	-1.669513385	2.70E-09	0.00436576	0.098391256	2.93E-05	3.08E-08	0.964478161	0.213128798	0.000176423	4.22836354	0.884051413	1.917475335	3.045239725	1.789658719	3.935941024	3.740170485
TRINITY_DN134761_c2_g2_i8	ID=Xetrov90002266mgName=c9orf85]CI085_RATCI085_RATQ	Chr01	118201250	118201250	3.970565471	-2.037296359	0.157494017	-2.194790376	-2.116043367	3.08E-10	0.727746485	1.58E-05	2.79E-10	3.99E-09	1	0.000226277	3.97E-09	4.653010653	2.628778914	2.943814677	2.607195069	2.692389211	4.891515064	4.823491187
TRINITY_DN134777_c2_g1_i2	ID=Xetrov90000525mgName=sepsecs]SPCS_XENTRSPCS_XENTRQ	Chr01	20963028	20963028	3.577036275	-3.251396699	0.125003714	-3.376400413	-3.313898556	1.69E-16	0.815784246	1.19E-07	3.15E-15	4.34E-15	1	3.20E-06	8.20E-14	4.318434354	1.775489117	1.082174094	1.258042008	1.200503657	4.414764045	4.992992294
TRINITY_DN134828_c1_g1_i4	ID=Xetrov90003210mgName=wsb2]WSB2_MOUSEWSB2_MOUSEQ	Chr01	156703661	156703661	4.98006245	-0.819817749	0.042811751	-0.8626295	-0.841223625	0.002128998	0.909655729	0.029156228	0.001782123	0.007526122	1	0.093240314	0.006538583	5.411691761	4.572523179	4.442537739	4.532912269	4.701781003	5.198108623	5.551110662
TRINITY_DN134852_c7_g1_i2	ID=Xetrov90002000mgName=gatad2a]P66A_HUMANP66A_HUMANQ	Chr01	101535169	101535169	6.034877871	-1.541102052	-0.260940043	-1.280162009	-1.41063203	1.68E-08	0.484462956	0.001759786	3.56E-07	1.69E-07	1	0.011151516	3.07E-06	6.837833224	4.990568921	5.184601117	5.410926191	5.262139389	6.438639402	6.763554068
TRINITY_DN134861_c3_g1_i3	ID=Xetrov90002723mgName=trim36]TRI36_HUMANTRI36_HUMANQ	Chr01	134045034	134045034	4.922952725	-4.501562142	-0.30138783	-4.200174312	-4.350868227	1.69E-39	0.486675363	2.04E-14	5.86E-32	2.04E-37	1	2.06E-12	6.44E-30	6.265519316	0.99204645	1.707844978	1.873819007	1.877614003	5.843774782	6.026554571
TRINITY_DN134905_c0_g4_i1	ID=Xetrov90001393mgName=lpl]LIPL_CHICKLIPL_CHICKQ	Chr01	77718946	77718946	1.731988046	1.138038703	0.994516589	0.143522114	0.640780408	0.021487048	0.176881334	0.836107412	0.193464836	0.049595318	1	0.896387282	0.276757519	0.75496463	3.021772268	1.650306238	1.275794348	1.629987046	1.585148134	0.923019218
TRINITY_DN134933_c0_g1_i3	ID=Xetrov90001155mgName=gstcd-like]GSTCD_XENLAGSTCD_XENLAQ	Chr01	63030620	63030620	3.787326119	-1.901659209	0.278211642	-2.17987085	-2.04076503	1.19E-07	0.58301564	0.000117928	4.22E-08	1.06E-06	1	0.001232159	4.24E-07	4.607583015	3.189954521	2.385467887	2.412313585	2.326225163	4.579791737	4.557550815
TRINITY_DN134940_c0_g1_i1	ID=Xetrov90001357mgName=b4galt11]B4GT1_HUMANB4GT1_HUMANQ	Chr01	75347251	75347251	5.691805621	-1.536260321	0.10014668	-1.636407001	-1.586333661	4.05E-08	0.797851049	0.000140653	3.06E-08	3.86E-07	1	0.001427409	3.14E-07	6.165919013	5.169424486	4.671882355	4.740526793	4.614876056	6.378048909	6.555141973
TRINITY_DN135015_c5_g2_i1	ID=Xetrov90002350mgName=aaed1]AAED1_BOVINAAED1_BOVINQ	Chr01	124125662	124125662	1.875964875	0.343286465	-0.356661755	0.69994822	0.521617342	0.435886194	0.557906364	0.242603827	0.234693714	0.528174055	1	0.391946006	0.32288909	2.036562836	1.805402831	2.177171808	2.304020406	1.834306542	1.749983049	0.779222853
TRINITY_DN135026_c6_g6_i1	ID=Xetrov90003441mgName=ccnh]CCNH_XENLACCNH_XENLAQ	Chr01	169856023	169856023	3.925831658	-1.93533483	-0.01946812	-1.91586671	-1.92560077	3.23E-09	0.965694424	0.000148613	9.94E-09	3.63E-08	1	0.001494035	1.11E-07	4.824204222	2.515712082	2.89097183	2.803543539	2.909637419	4.626704454	4.677753617
TRINITY_DN135035_c0_g1_i5	ID=Xetrov90000914mgName=sh3d19-like]SH319_MOUSESH319_MOUSEQ	Chr01	47070574	47070574	4.729386362	-1.054984807	-0.123118688	-0.931866119	-0.993425463	0.001253596	0.787044888	0.054388627	0.002608989	0.004797103	1	0.143030638	0.008998821	4.509012789	4.079649556	4.026304243	4.292497573	4.37907259	5.234583035	5.688907891
TRINITY_DN135043_c4_g1_i8	ID=Xetrov90000864mgName=tdo2]T23O_XENTRT23O_XENTRQ	Chr01	44561624	44561624	5.578543539	0.924122783	1.090994198	-0.166871415	0.378625684	0.007070636	0.034318119	0.731730867	0.265951342	0.0204071	1	0.822008293	0.356501273	4.385955132	6.439125997	5.605651018	4.959543573	5.983251337	5.654227465	5.06549832
TRINITY_DN135062_c1_g3_i1	ID=Xetrov90000574mgName=tlr1]TLR6_BOVINTLR6_BOVINQ	Chr01	26236628	26236628	2.135331609	0.77339012	-0.042336759	0.815726879	0.7945585	0.050029563	0.938810451	0.125820968	0.043229246	0.095756529	1	0.251791529	0.085000888	1.558485054	2.422277271	2.269236523	2.451892072	2.529969613	2.009268074	1.27095597
TRINITY_DN135111_c3_g1_i2	ID=Xetrov90001885mgName=polr1e]RPA49_XENLARPA49_XENLAQ	Chr01	96918941	96918941	4.103238098	-2.049406595	-0.439192046	-1.610214549	-1.829810572	1.01E-10	0.302782627	0.000732286	1.36E-08	1.40E-09	1	0.005509604	1.49E-07	4.842029926	2.741382952	2.840413873	3.283243931	2.950772694	4.709135288	5.088561488
TRINITY_DN135119_c0_g4_i4	ID=Xetrov90002773mgName=dao]OXDA_HUMANOXDA_HUMANQ	Chr01	138056255	138056255	5.79111439	1.055515682	0.505284425	0.550231257	0.80287347	0.000478129	0.246229839	0.180454722	0.007416155	0.00209086	1	0.321275055	0.021043497	5.060062298	6.728311607	6.078415583	5.729482735	5.708346449	5.253288417	5.218825034
TRINITY_DN135134_c1_g1_i1	ID=Xetrov90000742mgName=cfap97]CFA97_XENTRCFA97_XENTRQ	Chr01	35359086	35359086	4.075369336	-2.201719379	-0.317799081	-1.883920298	-2.042819838	5.64E-12	0.461272594	0.000110566	4.24E-10	8.94E-11	1	0.001165925	5.93E-09	4.924416008	2.515712082	2.729025998	3.02962987	2.874438728	4.811460528	4.980716835
TRINITY_DN135177_c1_g1_i1	ID=Xetrov90001953mgName=slc35e1]S35E1_HUMANS35E1_HUMANQ	Chr01	100115756	100115756	3.320754874	-4.161306654	0.438785513	-4.600092168	-4.380699411	1.13E-25	0.437229511	5.73E-12	1.03E-23	6.26E-24	1	3.99E-10	6.51E-22	4.37024661	0.572323827	0.290622801	-0.088142512	0.093047713	4.579791737	4.352123091
TRINITY_DN135207_c5_g1_i2	ID=Xetrov90003020mgName=tango2]TNG2_BOVINTNG2_BOVINQ	Chr01	146783379	146783379	3.178308121	-0.465880534	-0.018393176	-0.447487358	-0.456683946	0.184783752	0.970500523	0.379382846	0.194959712	0.266986236	1	0.531154016	0.278512749	3.342037916	3.167095897	2.719732067	2.976342399	2.957515972	3.3167996	3.589334694
TRINITY_DN135215_c10_g1_i3	ID=Xetrov90002028mgName=tle2]TLE1_XENLATLE1_XENLAQ	Chr01	102359248	102359248	6.069424008	-1.859384739	0.215579944	-2.074964682	-1.967174711	5.63E-12	0.566678531	9.34E-07	1.87E-12	8.92E-11	1	1.91E-05	3.51E-11	6.931198766	5.01957007	4.86971968	4.77993556	5.088711487	6.729505096	6.890369895
TRINITY_DN135265_c2_g1_i2	ID=Xetrov90000723mgName=klkb1-like]KLKB1_MOUSEKLKB1_MOUSEQ	Chr01	34796670	34796670	5.230200844	0.732218683	0.777986037	-0.045767353	0.343225665	0.041948431	0.143245768	0.928277991	0.337788143	0.083399846	1	0.955805359	0.430884066	4.473511696	6.327591834	5.028695246	4.830359525	5.059234337	5.025289793	5.057727931
TRINITY_DN135284_c0_g1_i1	ID=Xetrov90003146mgName=anapc5]APC5_PONABAPC5_PONABQ	Chr01	153780797	153780797	4.949037858	-2.615817574	0.043259597	-2.659077171	-2.637447373	1.17E-18	0.914424893	1.54E-08	2.13E-17	3.66E-17	1	5.11E-07	7.16E-16	5.988079332	3.395679084	2.923718905	3.234148034	3.463087803	5.63637021	6.007016621
TRINITY_DN135288_c8_g2_i3	ID=Xetrov90001161mgName=ppa1]IPYR2_HUMANIPYR2_HUMANQ	Chr01	63156694	63156694	5.322067762	-1.887322826	0.392036073	-2.2793589	-2.083340863	6.40E-09	0.392335458	1.01E-05	7.43E-10	6.87E-08	1	0.000155758	9.98E-09	6.19047755	4.75604447	4.178220509	3.846440214	3.518860766	5.982816531	6.182963132
